Age,CurrentGender,Sex,MaritalStatus,RaceEthnicity,Political,SocialGroup,FoMOMean,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Imagination,NFCMean,RFMean,JudgeMean,PersonalRecallMean,SocialRecallMean,PersonalPredictMean,SocialPredictMean
34,2,2,1,Asian,4,1,2.7,1.5,3,3.25,3.5,3.25,3.166666667,5.75,-35.78571429,3.785714286,5.428571429,3.428571429,5.214285714
45,2,2,4,White,6,1,1.7,3,3.25,2.75,3,2.25,2.333333333,7.25,-15.14285714,4.5,4.571428571,4.642857143,4.785714286
64,1,1,5,White,4,0,1.2,4,4.5,3.75,1,4,3.388888889,1.333333333,-66.85714286,1.857142857,4.642857143,2.555555556,4.777777778
35,2,2,2,White,7,1,2,2.5,3.5,3.5,0.75,3,2.388888889,4.833333333,-38.5,2.785714286,3.5,2.357142857,2.857142857
66,1,1,5,White,7,0,1.5,3.5,3.5,3.75,1.25,3.75,3.888888889,6.916666667,-67.85714286,3.142857143,5.571428571,2.777777778,5.555555556
18,2,2,2,HispanicLatino,3,1,2.3,2.25,2.5,2.75,3,2.5,2.277777778,5.25,13.07142857,4.642857143,4.642857143,4.214285714,4.214285714
50,2,2,1,White,2,1,1.7,2.75,4.25,4.25,2.5,3,3.444444444,3.333333333,-33.71428571,4.857142857,6.285714286,4.071428571,6.214285714
71,1,1,3,White,4,0,1,1.75,4.25,2.75,2.75,2.75,2.888888889,4.083333333,-90.42857143,1.285714286,3.785714286,1.444444444,3.777777778
29,2,2,2,White,3,0,3.2,1.75,3,3.5,3,2.75,2.555555556,4,-65.71428571,2.071428571,2.428571429,2,2.555555556
60,2,2,1,White,6,1,2.4,1.75,3.5,3.75,2.5,1.5,1.722222222,6.333333333,-53.78571429,2,5.071428571,1.714285714,5
75,2,2,5,White,2,1,1.7,2.75,3.75,3.25,1.75,3.25,3.222222222,3.333333333,-19.64285714,3.357142857,4.571428571,2.928571429,4.642857143
66,2,2,3,White,6,0,1.3,2.75,2.25,3.5,1.5,2.5,2.666666667,5.083333333,-62,2,4.142857143,1.333333333,4.111111111
68,1,1,5,White,5,1,1.3,2.5,3.25,3.25,0.75,3.25,3.222222222,5.5,-79.07142857,1,2.5,1,2.428571429
34,2,2,1,White,4,1,1.8,1,3.25,3.25,3.5,3.5,2.444444444,0.75,-59.35714286,2.357142857,3.857142857,2.785714286,3.785714286
81,1,1,5,White,4,0,2.3,3,3.5,3.5,2,2.25,2.666666667,6.75,-76.42857143,1.857142857,2,1.555555556,1.888888889
22,2,2,2,White,4,1,2.3,1.25,4.25,2.5,3,2.75,2.611111111,4,-45,3.5,3.5,3.071428571,3.214285714
43,2,2,3,AmericanIndianAlaskaNative,3,1,1.7,3.75,3.75,3.75,1.5,3.25,3.555555556,6.333333333,-35.42857143,3.571428571,3.857142857,3.428571429,3.857142857
18,2,2,2,Black,2,1,4.6,3.25,4,4.25,3.25,2.75,2.722222222,5.833333333,13.5,4.285714286,4.357142857,4.142857143,5
65,1,1,1,White,7,1,2,4.5,3.5,4,2,4,3.166666667,5,-57.14285714,1.857142857,2.714285714,1.857142857,2.714285714
62,2,2,3,White,4,1,1.2,2.5,3,3.75,0.75,2.75,1.944444444,6.75,-58.07142857,3,2.642857143,1.928571429,2.571428571
69,2,2,3,White,2,0,1.6,2.25,3.5,1.75,3.25,2.5,1.833333333,3.333333333,-51.92857143,4.428571429,4.357142857,3.888888889,3.888888889
60,2,2,2,White,2,0,1.4,0.75,4,4.25,3,0.75,2.222222222,2.666666667,-35.21428571,2.428571429,4.214285714,2,4.333333333
34,1,1,2,White,4,0,2.4,4.25,3.5,1,3.25,3.5,3.333333333,2.416666667,-52.64285714,4,6.357142857,3.888888889,6.222222222
47,2,2,2,TwoOrMoreRaces,4,0,2,2.5,3.75,3.75,2.5,3,2.555555556,7.25,-88.21428571,5,5.071428571,2,3
51,2,2,1,White,4,0,1.2,3.5,3.75,3.25,1.5,2.5,3.611111111,4.083333333,-45.85714286,2.5,2.428571429,3.222222222,2.888888889
56,2,2,1,White,6,0,1.3,1.25,2,3.75,1.25,1.25,2.5,4.583333333,-16.07142857,3,3.285714286,3.222222222,3.222222222
55,1,1,2,Black,4,1,1.2,2,3,3.25,2.5,2.75,2.555555556,4.5,-66.71428571,3.071428571,3.928571429,1.785714286,3.857142857
29,1,1,6,Black,6,0,1.4,1.75,2.25,3.75,2.5,3.25,2.555555556,4.666666667,-75.5,6.285714286,4.857142857,2.222222222,4
59,2,2,2,TwoOrMoreRaces,4,0,2.1,3.75,3,4,2.5,2.5,2.833333333,5,-55.07142857,4.214285714,5,2.222222222,5.222222222
65,1,1,4,Black,1,1,2.3,2.75,3.5,3.25,2,3.25,3.055555556,2,-52.28571429,5.285714286,5.714285714,2.214285714,3.071428571
45,2,2,3,HispanicLatino,1,0,2.7,2.5,3.75,3.25,3.75,2.25,2.888888889,6.083333333,-58.71428571,3.571428571,4,2.111111111,3.333333333
34,1,1,2,AmericanIndianAlaskaNative,3,1,1.5,1.75,2.75,2.75,2.5,3.75,1.5,2.25,-53.78571429,6.642857143,7,3.357142857,7
47,2,2,1,Black,4,1,1.7,3.25,3,3.25,1.75,2.5,2.5,5.916666667,-27,4.142857143,3.928571429,4.142857143,3.928571429
26,1,1,1,AmericanIndianAlaskaNative,2,1,3.1,3.25,3.5,3.25,1.5,2.5,2.5,3.416666667,-42.71428571,4.857142857,4.785714286,4.928571429,4.571428571
33,1,1,1,Black,2,1,3.6,2.5,2,2,3.75,3.25,3,1.833333333,-33.21428571,4,5,2.857142857,5.142857143
67,2,2,1,TwoOrMoreRaces,1,0,1.9,2,4,1.5,3.25,4,3.444444444,0.833333333,-39,4.285714286,5.642857143,3.111111111,4.222222222
45,1,1,4,TwoOrMoreRaces,4,0,2.3,1.5,2.5,2.5,2.25,3.25,2.5,3.333333333,-35.14285714,3.357142857,5,4,5.555555556
30,1,1,1,HispanicLatino,2,0,2.9,1.5,3,3,1.25,3.25,3.166666667,3.5,-43,2.785714286,4.571428571,2.444444444,4.666666667
52,2,2,3,Black,4,1,2,2.5,3.5,3,3.75,2.75,2.555555556,6.75,-74,2,2.142857143,1.928571429,2
32,1,1,1,HispanicLatino,2,0,1.8,3,3.5,3,1.75,3.25,2.5,3,-44.5,2.571428571,3.071428571,3,2.666666667
53,2,2,4,HispanicLatino,4,1,2.4,1.25,3.25,3.5,1.5,2.75,2.666666667,5.083333333,-61.5,2.285714286,4.714285714,2,4.428571429
46,2,2,2,Black,2,0,2.5,1.75,3,3.25,1,2.75,3.111111111,7.25,-70.64285714,2,3.428571429,2.111111111,3.222222222
40,2,2,1,Black,1,1,1.5,3.75,3.25,4,2.25,2.75,3.055555556,5.25,-14.71428571,3,5.714285714,3.071428571,5.571428571
32,1,1,1,HispanicLatino,2,1,2.2,2.75,3.25,3.25,2.25,3,3.055555556,3.166666667,-38,2.142857143,2.214285714,2.285714286,2.214285714
27,1,1,1,AmericanIndianAlaskaNative,2,0,3.8,3,3,2.5,1.75,2.5,2.666666667,3.666666667,-29.07142857,4.785714286,4.571428571,4.777777778,4.777777778
50,2,2,2,Black,7,1,2.2,0.5,2.5,4.5,1.25,2.25,1.444444444,8.416666667,-99.78571429,3.214285714,1.714285714,2.142857143,2.928571429
63,2,2,1,TwoOrMoreRaces,1,1,1.2,3.5,4.5,3.5,2.5,3.25,3.111111111,4.25,-76.92857143,1.857142857,2.714285714,2.071428571,2.714285714
60,2,2,5,TwoOrMoreRaces,3,1,1.6,0.5,3.5,2.5,2.5,2.25,2.888888889,1.416666667,-57.5,2.142857143,3.357142857,2.071428571,2.714285714
62,2,2,2,Black,5,0,1.7,2.75,4.5,3.75,0.75,3.25,3.055555556,6.833333333,-86.64285714,1.857142857,2.071428571,2,1.666666667
42,1,1,1,HispanicLatino,6,0,3.6,3,3.75,3.5,2,3.25,3.222222222,4.833333333,36.14285714,5.785714286,5.857142857,5.888888889,5.111111111
27,2,2,4,TwoOrMoreRaces,4,0,1.7,1.75,4.25,2.25,2.25,3.5,3.666666667,4.583333333,-36.35714286,2.928571429,5.285714286,2.444444444,4.777777778
18,2,2,2,TwoOrMoreRaces,2,1,3.2,3,3.5,1,2.75,3.25,2.166666667,1.833333333,-42.28571429,2.357142857,3.857142857,4,4.571428571
69,2,2,1,Black,4,0,1.4,1.5,4,3.75,0.75,3.5,4,2.833333333,-74.21428571,1.5,4.214285714,1.777777778,4.555555556
62,2,2,2,Black,2,1,1.6,2.5,3.75,3,2,3.25,3.111111111,6.333333333,-79.57142857,1.857142857,4.357142857,1.928571429,4.214285714
61,1,1,1,HispanicLatino,4,0,1.6,2.75,3.75,3.5,1,3.5,3.944444444,1.083333333,-51.78571429,3.071428571,5,3.444444444,4.888888889
22,2,2,2,Black,1,1,4.2,2.75,2.5,2.5,3.25,2.25,2.722222222,4.833333333,27.07142857,6.285714286,6.071428571,6.642857143,6.285714286
57,2,2,3,TwoOrMoreRaces,4,0,2.2,0.75,4.5,4.25,3.25,4.25,3.444444444,1.5,-64.71428571,2.5,5.071428571,1.333333333,5.222222222
73,2,2,2,Black,2,0,1.4,1.5,3.5,2.75,1.5,3.5,3.166666667,5.416666667,-89.42857143,3.357142857,5.642857143,1.888888889,5.555555556
23,2,2,2,HispanicLatino,4,1,2,2.25,3,2.5,2.75,3.25,2.666666667,6,-66.92857143,1.428571429,2.642857143,1.857142857,3.571428571
53,2,2,1,Asian,4,1,1.2,2.75,3.5,3,1.5,2.25,3.333333333,0.916666667,-34.35714286,2.857142857,4.571428571,2.857142857,4.571428571
67,2,2,5,Black,6,0,1,3.75,4.5,4.5,0.5,3.5,3.555555556,6.833333333,-63.14285714,1.285714286,4.571428571,1.333333333,5.111111111
45,2,2,2,Black,1,0,1.8,2.5,4,4.25,1.75,4,2.833333333,4.666666667,-46.71428571,3.714285714,3.571428571,4.222222222,4.111111111
54,2,2,1,Black,7,1,1.2,2.5,4.5,4.5,0.5,2.25,2.5,4.5,85.42857143,2.928571429,3,3.571428571,4.071428571
44,2,2,2,TwoOrMoreRaces,4,0,1.3,2.5,2.25,2.75,1.25,3.25,2.222222222,4,-45.21428571,1.285714286,4.214285714,1.777777778,4.555555556
56,2,2,1,Black,4,1,2.7,1.5,3.25,3.5,2,2.5,1.611111111,4.416666667,-65.14285714,2.714285714,6.357142857,2.642857143,6.357142857
26,2,2,1,TwoOrMoreRaces,4,1,2.4,2.25,2.75,2.25,3.5,2.25,2.277777778,4.75,-16.42857143,3.714285714,4.357142857,4,4.214285714
72,1,1,1,HispanicLatino,7,1,1.4,1.5,3,3.5,1.25,3.25,2.166666667,5.583333333,-92.85714286,1.714285714,3.142857143,1.428571429,2.714285714
32,2,2,2,Asian,4,0,1.3,1,2.5,2.75,2.5,2.75,2.611111111,4.166666667,-22.35714286,3.785714286,5.5,4.333333333,5.333333333
47,2,2,2,Black,4,0,2,1.25,3.5,3.25,2,2.75,3.611111111,4.5,-82.07142857,4.928571429,6.642857143,1.666666667,5.777777778
21,1,1,2,Black,2,0,3,3.75,3,2.25,2.25,3.25,2.611111111,4.583333333,-45.21428571,2.785714286,3.142857143,3.111111111,4
65,2,2,3,Asian,3,0,1.8,2.5,2.5,2.5,1.75,2,2.444444444,4.25,17.92857143,4.5,4.714285714,4.444444444,4.666666667
70,2,2,5,Black,4,1,1.2,2,3.75,3.5,1.25,3.5,3.055555556,4.75,-76.57142857,2.5,4.571428571,1.214285714,5.071428571
23,2,2,2,Asian,7,0,2.3,2.25,2.75,2.25,1.75,2.5,2.5,3.75,43.42857143,2.5,5.071428571,2,4.222222222
57,2,2,2,Black,3,1,1.2,0.75,2.75,3.75,1.25,2.5,1.944444444,5,-89.71428571,1.071428571,1.285714286,1,1.5
37,2,2,1,Black,2,1,1.7,2.5,3.75,3,2.75,2.25,3.055555556,7.75,-87.78571429,1.571428571,4.428571429,1.214285714,5.071428571
25,1,1,2,Black,1,0,3,2.5,2.5,2.5,2.5,1.75,2.388888889,4.333333333,64.78571429,6.285714286,6,6.222222222,6.222222222
33,2,2,2,Black,6,1,1.1,3,3.25,3.5,2.5,2.5,2.388888889,5.333333333,-38.92857143,1.142857143,1.5,1,1
21,1,1,2,Black,4,0,1.9,2.75,2.75,3.5,2.25,3.25,2.5,4.166666667,-59.42857143,2.142857143,3.071428571,2.111111111,3
74,2,2,1,Asian,4,0,1.6,2.25,2.5,3.5,2,2.25,2.055555556,4.5,-80.92857143,1.142857143,3.357142857,1.111111111,2.888888889
32,2,2,1,Black,2,1,2.1,3.5,4,4.25,1.75,4.25,2.722222222,7.5,-78.85714286,1.714285714,2.714285714,1.5,2.5
59,2,2,2,Black,7,0,1.7,2.5,3.25,3.75,1.25,2,2.944444444,7,-62.92857143,2.428571429,3.071428571,2.333333333,3.111111111
65,2,2,2,Black,3,1,1.2,1.5,3,3.25,1.75,1.75,2.277777778,8.083333333,-52.64285714,3.214285714,4.428571429,2.928571429,4.571428571
53,2,2,3,HispanicLatino,4,1,2.8,4.25,4.25,1.25,3.5,3.25,1.333333333,7.916666667,-47.57142857,2.785714286,4.928571429,2.071428571,4
58,2,2,3,HispanicLatino,4,1,3,3.5,4,4,2.5,3.5,2.333333333,5.333333333,6.857142857,4,4,4,4
25,2,2,1,Black,1,0,3.3,1.75,2.5,2.5,3,1.75,2.444444444,7.75,-41.64285714,3.928571429,5.285714286,3.444444444,5.333333333
36,1,1,2,Black,1,1,2.1,3,2.75,3.25,2.25,2.75,2.333333333,4.666666667,83.78571429,6.214285714,5.928571429,5.928571429,5.571428571
24,1,1,1,Black,1,1,3,3.75,4.25,3.75,1.5,3.75,3.833333333,4.333333333,-45.57142857,2.857142857,2.857142857,2.785714286,2.785714286
18,2,2,2,HispanicLatino,4,1,2.3,1.75,2.75,2.5,2.25,3.5,1.888888889,3.5,-22.71428571,4.071428571,3.785714286,4.214285714,4.928571429
20,2,2,2,Black,2,0,2.4,3,3,2.5,2,4,2.444444444,5.833333333,-51.42857143,3.857142857,6.571428571,3.777777778,6
19,6,2,6,HispanicLatino,4,0,3.5,1.75,2.5,2.5,3,2.25,2.388888889,3.916666667,-43.5,2.714285714,4,2.666666667,4
22,1,1,2,HispanicLatino,4,1,3.2,2.5,3.25,2,2.5,1.25,2.222222222,4,-76.07142857,3.142857143,4.428571429,5.714285714,5.714285714
21,2,2,2,HispanicLatino,3,0,2.9,2.75,3.25,2,3.25,2.75,3.055555556,2.333333333,-61.14285714,2.714285714,5.857142857,2.444444444,6.444444444
20,1,1,2,Black,4,1,1.7,2.5,2.5,3,2.5,3.25,2.555555556,4,-45,4.714285714,5.714285714,4.142857143,5.785714286
65,2,2,1,HispanicLatino,4,1,2.6,1.75,3.5,3.75,2.5,3.75,3.333333333,5.333333333,-72.07142857,2,5,2.357142857,5
19,2,2,2,HispanicLatino,4,1,2.9,2.25,2.25,1.75,3.25,2.25,2.277777778,4.25,-38.21428571,3.357142857,4.142857143,4.071428571,4.5
35,2,2,2,Asian,4,0,3,2.5,2.25,2.5,2.5,2.25,2.277777778,4.25,50.71428571,3.642857143,3.857142857,3.888888889,3.555555556
28,1,1,1,HispanicLatino,5,0,2.4,3,3.75,3.5,2.25,3.25,2.611111111,2.833333333,-67.5,1.785714286,3.142857143,2.111111111,3.777777778
18,1,1,2,Black,2,1,3.5,3.25,4,2,3.25,3.5,2.222222222,3.583333333,2.571428571,5.142857143,5.571428571,4.928571429,6
49,1,1,2,Black,1,0,1.6,3,2.75,4.25,1.75,3.5,3.277777778,4.833333333,-76.71428571,1.714285714,1.928571429,1.777777778,1.666666667
38,1,1,2,HispanicLatino,2,0,2.9,3.5,3.5,3.5,1.75,3.5,3.777777778,3.75,-53.71428571,3.285714286,5.5,3.444444444,5.222222222
33,2,2,2,Black,6,0,1.1,4.25,3.5,2.75,1,4,3.444444444,3.666666667,-82.5,2.5,4.285714286,2.666666667,4.555555556
36,2,2,2,Black,1,0,1,3,2.75,3.75,1.75,3.75,3.166666667,3.416666667,-51.64285714,4,4.928571429,3.777777778,4.444444444
27,2,2,2,HispanicLatino,4,1,1.6,1.75,3.25,4,2,3.75,3.388888889,1.166666667,-80.5,2.928571429,4.571428571,1.785714286,4.285714286
40,1,1,2,Black,1,0,1,2.25,3.25,2.75,1.75,3.5,3.166666667,2.916666667,-57,1.928571429,2.214285714,2.222222222,2.333333333
54,2,2,4,HispanicLatino,3,1,1.3,3.25,3,4,1.5,3,2.666666667,7.5,-71.35714286,2.357142857,4.285714286,1.357142857,3.428571429
26,1,1,6,HispanicLatino,3,0,2.5,2.25,2.5,2.75,2.75,2.75,2.5,5.166666667,-18.85714286,3.214285714,5.142857143,3.111111111,4.777777778
25,1,1,2,HispanicLatino,4,1,1.5,1,4.5,2.75,0.75,3,2.722222222,6,-68.28571429,1.071428571,1,1.071428571,1
26,1,1,2,Black,4,0,3.3,2.75,2.5,2.75,2.25,2,2.777777778,4.75,97.21428571,6.5,6.785714286,7,6.444444444
54,2,2,3,Black,4,0,1.3,2.5,3.75,4.25,1,2.75,2.277777778,5.833333333,-86.35714286,2.428571429,4.142857143,1.333333333,3.222222222
24,2,2,1,Black,1,1,4.6,3.5,4.25,2.75,4,2,2.277777778,3.916666667,-29.14285714,4,4.857142857,5.285714286,5.285714286
24,2,2,2,HispanicLatino,2,0,3.1,1.75,4.25,3.75,2.5,2.25,2.611111111,4.416666667,-81.85714286,2,2.928571429,2,2.333333333
44,2,2,1,Asian,3,0,2.2,3.75,3.75,3,2.25,2.5,3.055555556,3,-30.78571429,2.071428571,5.142857143,2.111111111,5.555555556
52,2,2,3,HispanicLatino,5,0,2,2.75,3.25,2,2.5,3.25,2.333333333,5.25,-34.78571429,3.571428571,4.142857143,3.333333333,3.888888889
41,2,2,4,Black,4,1,2.2,1.25,2.5,1.5,2.25,2.5,2.555555556,4.75,-57.14285714,2.071428571,4.714285714,2.142857143,4.357142857
29,2,2,2,HispanicLatino,4,1,1.6,2.5,3,2.5,2.25,2.25,2.333333333,5.666666667,-53.07142857,2.5,2.642857143,2.071428571,2.428571429
43,1,1,2,HispanicLatino,4,0,2.2,2.75,3.25,3,1.75,1.25,3.5,3.666666667,-14.5,4.285714286,3.642857143,2.888888889,3.444444444
20,1,1,4,Asian,4,1,3.3,1,3.5,2.25,2,3.25,1.555555556,4.416666667,-40.21428571,2.428571429,1.714285714,1.857142857,1.642857143
33,2,2,1,Black,5,0,3.4,3.25,3.5,2,2.75,2.75,2.722222222,4.416666667,-6.714285714,5.142857143,5.142857143,5,5.444444444
34,2,2,1,Black,4,1,2.2,1.75,3.75,3,2.75,2.25,2.722222222,4.5,-68.71428571,2,2.214285714,1.857142857,1.928571429
31,1,1,1,HispanicLatino,4,0,3,2,2.25,2.75,1.75,1.5,2.666666667,5.5,-19,3.142857143,4.428571429,4,4.333333333
66,2,2,2,Black,4,0,1.5,2.5,2.75,2.75,1.75,1.75,2.055555556,3.916666667,-44.5,2.285714286,2.285714286,2.222222222,2.222222222
88,1,1,1,HispanicLatino,6,0,1.4,2.5,2.5,4,0.5,0.75,1.666666667,3.5,-77.14285714,1,2.714285714,1,3.666666667
63,2,2,2,Black,1,1,2.1,2.5,3,4,1,3.75,3.666666667,1.416666667,-80.78571429,2.071428571,4.642857143,2.071428571,4.571428571
20,2,2,2,HispanicLatino,1,1,1.6,1.5,3,2.75,2.5,1.25,2.222222222,4.166666667,-85.71428571,1.428571429,1,1.857142857,1.428571429
60,2,2,1,Black,4,0,1.3,2.5,3.5,3.25,2,2.5,2.722222222,6.75,-82.78571429,2.428571429,4,1.888888889,4.777777778
39,1,1,1,Black,4,1,2,3,3.25,4.5,0.5,3.75,2.444444444,7.75,-64.85714286,2.571428571,2.928571429,2.071428571,2.928571429
66,1,1,2,Black,4,0,1.8,2,2,2.5,1.75,2.25,2.222222222,4.416666667,-49.71428571,1.428571429,1,1.333333333,1
42,2,2,2,Black,4,1,1.1,2,3.5,2.5,2.75,2.75,2.277777778,3.666666667,-3.785714286,3.5,5.285714286,3.214285714,5
31,2,2,2,HispanicLatino,2,0,3.9,1.75,2.5,2.75,2.75,3.25,2.111111111,2.166666667,-34.28571429,1.714285714,1.714285714,1.555555556,1.777777778
61,2,2,5,Black,2,0,1.3,4,3.5,4,1.5,3.75,3,3.666666667,-54.21428571,1.357142857,1.357142857,1,1
24,2,2,4,Asian,2,1,2.7,2.75,4,3.25,3,3,2.5,5.25,-76.42857143,1.571428571,3.071428571,2.071428571,3.571428571
25,1,1,4,HispanicLatino,6,0,1.5,1.75,3,2,3,3,2.222222222,8.5,-68.28571429,3.214285714,3.357142857,3.111111111,3.222222222
64,1,1,1,Black,4,1,1.4,3.5,2.75,3.75,1.5,3.75,1.888888889,6.166666667,-85.85714286,1.428571429,2.714285714,1.428571429,3.571428571
63,2,2,1,Asian,5,1,1,0.5,2,2.5,1.5,4.25,3.111111111,6.416666667,-83.71428571,1.428571429,3.785714286,1.428571429,3.785714286
20,2,2,2,Black,1,1,4.1,2.25,2.5,2.5,2.25,2,2.722222222,4.666666667,55.57142857,6.785714286,6.357142857,6.714285714,6.5
23,5,2,2,Asian,2,1,2.4,1.25,3,2.5,3.25,3.25,2.5,2.833333333,-45.42857143,3.571428571,4.214285714,3.357142857,3.571428571
56,2,2,2,Black,7,1,2.2,0.75,1.75,4.25,1.25,2,2.277777778,6.75,-92.14285714,1.214285714,2.071428571,1.214285714,2.928571429
33,2,2,2,Black,1,1,3,2,3.25,2.5,3,3,2.777777778,4.833333333,-68.28571429,1.785714286,3.5,1.928571429,3.428571429
42,2,2,2,HispanicLatino,4,0,1.2,2,2.75,2.5,3,2.25,2.166666667,4.5,-6.142857143,4.857142857,4.071428571,4.333333333,4.444444444
33,1,1,2,Black,3,1,2.1,3.75,3.75,4.25,1.5,3.75,2.611111111,6.833333333,15,4,4.928571429,4,4.714285714
29,1,1,2,Black,1,1,1.9,3.25,3.5,3,2.5,3.25,2.555555556,4.833333333,25.28571429,5,5.142857143,5.428571429,5.071428571
50,1,1,2,Black,4,1,2.1,2,4,2.25,1.5,2.75,2.833333333,3,-40.35714286,3.857142857,4.714285714,3.5,4.714285714
46,1,1,2,Black,2,0,1.4,1.25,2.5,2.5,2.5,2.25,2.388888889,4.5,-55.42857143,1.785714286,4.142857143,1.555555556,4
69,2,2,3,Black,5,1,2.2,0.75,3,4.5,1.75,1.25,1.833333333,7.583333333,-83.85714286,1.357142857,1.071428571,1.214285714,1.214285714
30,2,2,1,HispanicLatino,7,1,1.2,0.75,3.25,2.75,2.5,2.5,2.5,4.583333333,-54.92857143,2.071428571,2.5,2.142857143,2.285714286
29,1,1,2,Black,7,1,3.6,1.5,2,2,2,2.5,2.111111111,5.416666667,32.71428571,3.642857143,3.928571429,5.357142857,4.142857143
23,2,2,2,Asian,1,1,1.5,1.25,3.25,3.5,2.75,1,2,0.5,-67.85714286,2.142857143,1.928571429,1.5,1.571428571
29,1,1,1,Black,4,0,5,2.75,2.5,2.75,2.75,1.25,2.333333333,4.5,97.64285714,7,6.785714286,6.888888889,6.666666667
