Age,CurrentGender,Sex,MaritalStatus,RaceEthnicity,Political,SocialGroup,FoMOMean,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Imagination,NFCMean,RFMean,JudgeMean,PersonalRecallMean,SocialRecallMean,PersonalPredictMean,SocialPredictMean
33,1,1,2,Asian,1,0,2.1,0.5,1.5,2.25,3.25,2,1.277777778,0.666666667,-3.642857143,2.857142857,3.785714286,3,4
38,1,1,1,HispanicLatino,2,1,3,2.5,3.5,2.75,1.5,3.25,2.888888889,5.333333333,-43.92857143,2,2,2,2
46,1,1,1,HispanicLatino,4,0,2.8,3.5,3.5,3.5,1.5,3.5,2.666666667,4.166666667,28.5,4.357142857,5.285714286,4.444444444,5.555555556
38,1,1,1,HispanicLatino,2,1,2.3,2.5,3.5,2.75,1.5,3.25,3.333333333,5,-51.35714286,2,2,2,2
43,1,1,1,HispanicLatino,3,0,3,2.5,2.25,2.5,2.5,1.75,2.777777778,4.333333333,54.42857143,3.428571429,4.857142857,3.333333333,4.666666667
38,1,1,1,HispanicLatino,2,0,1.8,2.5,3.5,2.75,1.5,3.25,3.166666667,4.916666667,-59.28571429,2,2,2,2
43,1,1,1,HispanicLatino,3,1,2.2,3,3.5,3.5,1.5,3.25,2.388888889,3.666666667,-42.78571429,2.928571429,2.928571429,2.928571429,2.928571429
21,5,1,2,Asian,3,1,3.6,2,4.25,2.5,2.25,2.5,2.666666667,2.5,-24.21428571,5.071428571,5.428571429,4,4.857142857
24,1,1,2,HispanicLatino,2,0,1.7,3.5,3,2.25,3.5,2.25,2.666666667,6.75,-59.42857143,4.285714286,5.285714286,4.111111111,5.777777778
22,1,1,1,HispanicLatino,2,1,3.3,3.25,4,2.25,3.5,2.75,2.722222222,4.583333333,39.71428571,5.5,5.857142857,5.5,5.428571429
33,1,1,1,HispanicLatino,2,1,2.2,3,3,3,1.5,2.5,2.722222222,4.333333333,-71.64285714,2.142857143,3.285714286,2.571428571,2.857142857
34,1,1,2,HispanicLatino,4,0,1.2,3,3,4.5,2,2.75,2.722222222,4.75,15.85714286,2.714285714,3.785714286,3.666666667,3.666666667
30,1,1,2,HispanicLatino,4,0,2,3,3.5,3.25,2,2.25,2.944444444,4.583333333,0.5,5.285714286,6.571428571,5.111111111,6.666666667
50,2,2,1,HispanicLatino,1,0,4.7,3.75,3.25,4,1.75,2.5,2.388888889,4.25,29.35714286,5.857142857,5.928571429,5.888888889,6.111111111
43,1,1,1,HispanicLatino,4,1,1.5,3,3,3,2.25,3,2.444444444,4.416666667,-1.857142857,5.714285714,6,5.714285714,6
50,2,2,1,HispanicLatino,1,1,3.7,3,2.5,3,2.25,2.25,2.944444444,4.5,16.92857143,6.142857143,5.357142857,6.785714286,5.928571429
50,2,2,1,HispanicLatino,1,0,4.8,3.25,3.25,3.25,1,1.5,2.722222222,4.416666667,36.57142857,5.357142857,5.928571429,5.333333333,5.888888889
50,2,2,1,HispanicLatino,1,0,4.6,3.5,3.25,3.25,1,1,2.444444444,4.416666667,18.64285714,5.357142857,5.857142857,5.222222222,5.888888889
50,2,2,1,HispanicLatino,1,1,4.6,4.25,3.75,4,1,1.75,2.444444444,4.5,18.57142857,5.142857143,5.928571429,5.285714286,5.785714286
50,2,2,1,HispanicLatino,1,1,4.6,3,3.25,3.5,1.25,1.25,2.5,4.583333333,42.64285714,5.214285714,5.785714286,5.214285714,5.857142857
50,1,1,1,HispanicLatino,3,0,4.3,2.75,3,2.25,2.75,1.25,2.5,4.666666667,82.57142857,6,6.142857143,5.888888889,6
50,1,1,1,HispanicLatino,5,1,4.4,2.75,3,2.5,3,1.75,2.5,4.333333333,76.14285714,6,6.928571429,6.071428571,6.857142857
50,2,2,1,HispanicLatino,1,1,4.6,3.25,3.25,3.25,1,1.25,2.555555556,4.333333333,54.14285714,5.428571429,5.642857143,5.357142857,5.714285714
50,2,2,1,HispanicLatino,1,1,2.8,2.75,3.25,3.75,1.75,3,3.055555556,4.5,84.07142857,6,6,6,6
50,2,2,1,HispanicLatino,1,1,2.8,2.75,3.25,3.75,2.25,3.5,3.055555556,4.5,76.35714286,6,6,6,6
50,1,1,1,HispanicLatino,3,0,4.3,2.75,2.25,2.25,2.25,1.75,2.277777778,4.416666667,78.92857143,5.714285714,6.571428571,5.888888889,6.333333333
50,1,1,1,HispanicLatino,6,1,4.4,2.5,3,2.5,3,1.75,2.5,4.5,70.71428571,6.5,5.857142857,6.214285714,5.857142857
50,1,1,1,HispanicLatino,5,1,4.3,2.5,2.5,2.5,2.75,1.5,2.444444444,4.583333333,75.42857143,5.785714286,6,6.428571429,5.571428571
50,1,1,1,HispanicLatino,4,1,4.5,2.5,2.75,2.5,2.75,1.5,2.5,4.583333333,72.92857143,6.214285714,6.142857143,6,6.214285714
29,1,1,2,HispanicLatino,5,0,3,2.75,2.5,2.25,3,2.75,2.333333333,5.166666667,9.071428571,3.428571429,4.5,2.888888889,3.111111111
46,1,1,1,Asian,2,0,1.4,3.5,3.5,4.5,1.5,4,3.388888889,5.916666667,-99.78571429,1,1.428571429,1,1
58,2,2,1,HispanicLatino,7,0,4.2,3.25,2.25,3,2.25,2.5,2.666666667,4.333333333,21.42857143,6.285714286,6.214285714,6.222222222,5.777777778
23,1,1,2,HispanicLatino,7,0,2.4,2,2.75,2.75,2.5,2.75,2.611111111,3.666666667,48.35714286,2.785714286,3.5,3.555555556,3.777777778
58,2,2,1,HispanicLatino,1,0,4.6,3.25,3.25,3.25,1,1.25,2.611111111,4.666666667,63.71428571,5.071428571,5.928571429,5,6
33,1,1,1,HispanicLatino,3,0,1.3,3.5,3.5,3.5,1.5,3.25,3.166666667,5,-47.42857143,2.857142857,2.857142857,2.555555556,2.555555556
33,1,1,1,Asian,3,0,1.6,3.5,3.5,3.5,1.5,3.25,3.055555556,3,-36.71428571,2.928571429,2.928571429,2.666666667,2.666666667
33,1,1,2,Asian,3,0,2.8,3,3.5,2.5,2,2.75,2.222222222,3.416666667,-50.57142857,3,3,2.888888889,2.888888889
33,1,1,2,Asian,3,1,1.6,3,3,3,2,3.25,2.388888889,3.583333333,-41.28571429,2.785714286,2.785714286,2.857142857,2.857142857
33,1,1,2,Asian,3,1,2.2,3,2.5,3,2,2.75,2.222222222,3.666666667,-39.78571429,3.214285714,3.214285714,3.142857143,3.142857143
33,1,1,2,Asian,3,0,2.4,3,2.5,3,2.5,2.25,2.166666667,4.083333333,-38,3.142857143,3.142857143,3,3
33,1,1,2,Asian,3,1,2.6,3,2.75,2,1.5,2.25,2.5,4.166666667,-46.21428571,2.928571429,2.928571429,2.928571429,2.928571429
33,1,1,2,Asian,3,0,1.9,2.5,3,2.5,2.5,3.25,2.388888889,3.333333333,-29.57142857,3,3,2.777777778,2.777777778
33,1,1,2,Asian,3,1,1.9,2.5,2.5,2.5,2,1.75,1.944444444,4.083333333,-40.07142857,3,3,3,3
33,1,1,2,Asian,3,0,1.9,2.5,2.5,2,2,2.75,2.5,3.916666667,-36.78571429,3,3,2.666666667,2.666666667
33,1,1,2,Asian,3,1,1.5,3,2.5,2.5,2.5,3.25,2.611111111,4.5,-41.5,2.857142857,2.857142857,2.928571429,2.928571429
33,1,1,2,Asian,3,0,1.7,3,2.5,1.75,2.5,3.25,2.666666667,3.666666667,-40.5,2.928571429,2.928571429,2.666666667,2.666666667
38,2,2,3,White,2,1,3,2.25,3.5,2.75,2.5,2.25,2.5,4.25,-38.64285714,3.428571429,3.571428571,3.428571429,3.357142857
22,2,2,2,White,3,0,2.9,1,3,1.5,3.75,1.75,2.722222222,1.5,-6.214285714,5.5,4.857142857,5.333333333,4.333333333
50,2,2,2,White,4,1,1.8,2,3,4,3.5,3.25,2.166666667,4.75,-52.07142857,1.285714286,1.428571429,1,1.428571429
45,2,2,5,TwoOrMoreRaces,4,1,2.1,1.75,4.5,3.5,3,3,2.277777778,5.75,-48.21428571,3.214285714,5.142857143,2.357142857,4.785714286
48,2,2,2,White,4,0,1.5,3,3.5,3,2.5,2.75,3.444444444,3.916666667,-67.14285714,2.785714286,5.357142857,2.777777778,5.888888889
23,2,2,2,Asian,4,0,2.6,3.5,4.5,3,2.75,4.25,3.388888889,1.083333333,-25.5,3.071428571,4.571428571,3.555555556,4.111111111
46,2,2,1,TwoOrMoreRaces,1,0,1.5,2.75,3.25,3.5,2,4,3,2.833333333,-42.71428571,5.571428571,5.928571429,4.333333333,5.444444444
48,4,2,2,Black,1,1,3.6,4.5,4,3.5,3.5,2.25,2.944444444,6,-70.35714286,3.357142857,5.071428571,2.857142857,5
32,1,1,2,Asian,4,0,1.4,3,3,2.5,2.25,2.5,3.055555556,3.916666667,-42.71428571,2.785714286,2.785714286,2.444444444,2.444444444
19,2,2,2,Black,2,1,3.3,1.25,2.75,2,2.75,3,2.222222222,4.333333333,0.857142857,3.5,4.857142857,3.714285714,5.285714286
49,2,2,1,HispanicLatino,4,0,1.6,2.25,2.5,1.75,3,2.5,2.5,4.5,-47.71428571,5.285714286,4.857142857,5.888888889,6.222222222
31,5,2,2,Asian,2,0,1,2.25,3,2.5,2.5,3.75,2.722222222,4.5,-7.642857143,2.428571429,2.714285714,2.222222222,2.222222222
50,2,2,2,Black,4,1,1.5,2.25,2.75,3,2.5,2.5,2.888888889,5.166666667,-46.21428571,4.714285714,4.714285714,4.5,4.5
26,2,2,2,Black,1,0,1.3,1.25,2.25,2,2.25,3,2.388888889,3.583333333,-57.28571429,3.571428571,3.928571429,3,4
74,1,1,1,Black,2,1,1.9,3.5,3,2.5,2,2.25,2.333333333,8,-83.35714286,3,3.857142857,2.714285714,3.428571429
40,1,1,2,Black,4,0,1.7,1.25,3,3.25,2,2,2.222222222,5.583333333,-85.5,1,1,1,1
37,1,1,3,Black,4,0,1,1.5,2.5,2.5,2,3.75,0.833333333,2.5,-70.35714286,1,1,1,1
60,1,1,1,Asian,6,1,1,1.75,1.75,3,1.5,2.75,2.5,4.416666667,-69.78571429,2,2.071428571,2.071428571,2.071428571
49,1,1,2,Black,1,1,1.9,2.25,2.75,4,3,3.25,2.833333333,0.916666667,-78.5,1.928571429,3.928571429,1.571428571,3.357142857
64,1,1,2,Black,6,0,1,1.25,2.75,4,2.5,2.75,2.444444444,7.416666667,-98.92857143,2.5,1.714285714,1,3.333333333
61,1,1,3,Black,1,1,1.6,1.5,4.5,4.25,1.5,3.5,3.166666667,6.416666667,-84.28571429,1.142857143,4.071428571,1.285714286,4
50,1,1,1,HispanicLatino,4,0,2.1,3.5,3.5,3,3,3.25,2.833333333,5.666666667,-24.35714286,4.642857143,5,4.777777778,5
45,1,1,2,Black,4,0,1.2,2.5,4.25,4,2,3.75,3.333333333,5,-18.28571429,2.928571429,3.857142857,3.444444444,3.666666667
36,1,1,2,Black,2,0,2.1,2.25,2.75,3,2,3,2.833333333,4.916666667,-43.42857143,3.857142857,4.071428571,4,4.222222222
47,1,1,1,HispanicLatino,5,0,1.2,3.5,3.5,2.5,1.75,3.5,2.111111111,6.833333333,-90.21428571,3.857142857,4,3,3.666666667
73,1,1,1,HispanicLatino,7,0,1,1.5,4.5,3.5,1,2.25,2.611111111,7.833333333,-47.78571429,3.142857143,4.214285714,1,1
62,1,1,1,Asian,4,0,1,3.5,4.25,4.25,1.25,4.25,3.555555556,8,-70.35714286,2,1.214285714,1.333333333,1.333333333
90,1,1,5,Asian,5,0,1.4,1.5,3,3,3,1.25,2.277777778,6.583333333,-87.5,3.928571429,5.357142857,4.444444444,5.777777778
68,1,1,3,Asian,6,0,2.7,1.75,3.5,3.75,1.5,2.75,3.555555556,3.833333333,-41.71428571,2.142857143,3.785714286,3.222222222,6
60,1,1,1,Asian,3,1,2.8,3.25,3,2,1.75,3,1.5,5.916666667,-74.21428571,2.785714286,3.5,2.857142857,3.571428571
61,1,1,2,Asian,4,1,1.7,2,3,2.5,2.25,2.5,2,3,-91.85714286,5.928571429,6,1.428571429,1.714285714
67,1,1,2,Asian,2,1,2.7,1.5,3.25,2.5,2.75,2.25,2.555555556,1.166666667,-54.07142857,2.214285714,4,2.214285714,3.928571429
81,1,1,1,Asian,5,0,1.7,2.75,3.5,4.25,1,2.5,3.5,1.083333333,-75.78571429,1.142857143,1.285714286,1.111111111,1.111111111
71,1,1,5,Asian,2,0,1.7,3,3.5,3.25,1.5,3.5,3.5,0.5,-66.85714286,2.642857143,3.071428571,1.444444444,1.888888889
68,1,1,1,Asian,4,1,2.2,3.25,3.75,4.25,1,3.75,2.944444444,7.5,-92.42857143,2.071428571,2.071428571,2.142857143,2.142857143
60,1,1,2,Asian,4,0,1.2,2,4,3.75,1.5,3.75,2.111111111,4,-19.07142857,1.714285714,1.714285714,1.333333333,1.888888889
70,1,1,1,Asian,4,1,1.9,0.75,3.5,3.25,0.5,2.25,2.5,2.083333333,-78.42857143,2.857142857,2.857142857,2.857142857,2.857142857
60,1,1,1,Asian,4,1,1.2,2,2.75,4,0.5,2,2.611111111,3.916666667,-56.42857143,1.642857143,1.428571429,1.428571429,1.428571429
89,1,1,1,Asian,6,0,1.9,2,4.25,3.25,3,3,2.5,3,-98.14285714,1,1,1,1
67,1,1,1,Asian,6,1,2,1,2.75,2.75,1.5,2.75,3.388888889,2,-53.21428571,3.142857143,5.071428571,2,4.642857143
71,1,1,2,Asian,1,0,1.5,1.25,2.75,3.5,1,2.5,2.444444444,2.75,-51.85714286,2.571428571,3.142857143,2.777777778,3.222222222
60,1,1,2,Asian,5,0,1.4,0.5,2.75,3,1.75,2.25,1.833333333,4.166666667,-66.78571429,1.857142857,3.571428571,2,3.555555556
74,1,1,1,Asian,4,1,1.3,1.75,2.75,3.5,1.75,3,2,3.083333333,-32.57142857,2.785714286,2.857142857,2.785714286,2.714285714
69,1,1,1,Asian,4,1,1.4,2.25,3,3.75,2.75,2.25,3,3.333333333,-63.85714286,1,4.071428571,1,4.071428571
72,1,1,3,Asian,4,1,1.3,1.5,3,4.25,1,3.25,3.666666667,4.75,-69.21428571,1.285714286,1.071428571,1.071428571,1
82,1,1,1,Asian,4,0,2.4,1.75,2.5,3.25,1.75,1.75,2.222222222,4.75,-33.42857143,2.071428571,4.642857143,2.555555556,5
74,1,1,1,Asian,2,1,3.1,1.5,2.75,2.5,3.25,3.5,3,4.416666667,-30.64285714,4.071428571,4.928571429,2.428571429,4.285714286
60,1,1,2,Asian,3,0,3,2,2.5,3,2,2.5,2.722222222,4.083333333,-11.21428571,4.571428571,4.071428571,4.333333333,4.333333333
59,1,1,3,Asian,7,1,2.3,2.5,2.75,3.25,3,3,2.833333333,4.916666667,-82.78571429,2.285714286,4.928571429,1.571428571,4
59,1,1,1,Asian,4,1,3.8,2.5,3.5,3.5,3.5,4.25,2.5,4.5,-100,6.142857143,6.142857143,6.571428571,6.571428571
71,1,1,1,Asian,2,0,2.4,2.75,3.75,4,1.5,3,2.722222222,4.666666667,-82.35714286,1,1.142857143,1,1
72,1,1,1,Asian,4,1,1.3,1.75,2.75,2.75,2.5,2,2.166666667,4.25,-73.85714286,1.857142857,1.642857143,2,3.714285714
56,1,1,2,Asian,2,0,1.1,1.5,3,2.25,2.25,3,2.833333333,1.333333333,-51.42857143,1.214285714,4,1.333333333,4
72,1,1,3,Asian,4,1,1.3,1.75,2.75,3.25,0.5,2.75,2.722222222,3.333333333,-85.5,1.285714286,1.357142857,1.357142857,1.5
66,1,1,1,Asian,4,0,2.3,1.75,2.25,2.5,2.5,2,2.5,5.75,-29.71428571,1.5,1.357142857,1.777777778,1.888888889
67,1,1,1,Asian,2,1,1.3,1,2,3.25,1.5,2.25,2.555555556,5.583333333,-42.78571429,3.785714286,4.714285714,3.857142857,4.857142857
69,1,1,1,Asian,4,1,2.3,3.5,4,4,1,3.75,3.944444444,3.416666667,-55.07142857,2.285714286,2.214285714,2.285714286,2.214285714
64,1,1,1,Asian,1,1,1.8,1.25,2,1,3.75,3.75,3.111111111,2.166666667,27.5,3.142857143,2.857142857,4.428571429,5.571428571
60,1,1,1,Asian,4,0,2.9,1,3.5,3,4.25,3.5,3.111111111,1,-87.5,3.642857143,6.071428571,3.222222222,5.777777778
65,1,1,2,Asian,5,0,1.1,0.75,3.5,3,0.5,3.5,3.944444444,1.583333333,-44.42857143,2.785714286,5.214285714,2.222222222,4.666666667
56,1,1,1,Asian,6,1,1.8,2.5,2.5,2.75,2.5,2.25,2.777777778,5.333333333,-59.85714286,2.642857143,4.357142857,1.928571429,4.428571429
69,2,2,1,White,4,0,1.3,2,3.25,4,1.25,2.25,3.444444444,5.25,-45.57142857,1.714285714,3.428571429,2,3.666666667
67,2,2,3,White,1,1,1.3,2.75,3.5,3,0.5,3,3.222222222,1.833333333,-24.71428571,2.928571429,3.285714286,2.285714286,3.357142857
56,1,1,1,White,6,0,1.5,4,4.25,4.25,1.25,4,3.166666667,4.5,-72.5,1,3.071428571,1,3.777777778
60,2,2,3,White,4,1,2,3.25,3.5,2.75,3.25,2.25,2.222222222,3.583333333,-52.5,4.5,4.428571429,4.214285714,4.5
61,2,2,2,White,2,0,1.8,2.75,4.25,2.25,2.5,3.75,3.222222222,1.583333333,-56.14285714,3.357142857,4.428571429,2.888888889,5.111111111
62,2,2,2,White,2,1,1.9,1.5,3,3.5,2.5,3.25,3.166666667,3.25,-55.21428571,2.142857143,4.285714286,1.857142857,4.071428571
70,2,2,3,White,4,1,1.3,1.25,3.25,2.25,1.5,2,2.666666667,3.416666667,-59.85714286,2.142857143,3.642857143,2.142857143,3.785714286
56,2,2,1,White,4,1,1.1,1,2.5,3.25,1.75,3.25,2.277777778,4.416666667,-49.78571429,2.857142857,3.357142857,2.5,3.214285714
67,2,2,1,White,6,1,2,1.75,3.25,3.5,1.75,2.25,1.888888889,6.583333333,-60.42857143,1,1,1,1
79,2,2,5,White,4,0,1.7,1,3.5,4.25,2.25,1.5,2.277777778,2.166666667,-42.85714286,3.571428571,4.714285714,3.111111111,4.222222222
58,2,2,3,White,5,0,1.8,1.75,2.25,2.5,2.5,2.25,1.388888889,3.333333333,-100,1,4.071428571,1,4.222222222
60,2,2,3,White,1,0,1.6,3.25,3.75,2.5,1.75,3.5,3.5,2,-49.57142857,3.857142857,6,3.111111111,6
64,2,2,1,White,6,1,1,1.5,3.5,1.75,2.5,1.25,1.166666667,2.75,-37.92857143,1.642857143,4,1.642857143,4
66,2,2,3,White,3,0,2.3,2,3,4.25,1.5,2.25,3,1,-66.71428571,1.5,6.142857143,1.666666667,6.333333333
56,1,1,1,White,4,0,1.3,2,2.75,3.5,1.5,3,2.777777778,3,-74.35714286,1.571428571,1.428571429,1.777777778,2.222222222
67,2,2,5,Black,1,0,1.2,2.25,3.25,2,2.75,3.25,2.277777778,2,-49.42857143,6,5.714285714,4.333333333,4.777777778
78,1,1,1,HispanicLatino,4,0,1,2.75,2,3.5,2,2.5,2.611111111,3.833333333,-78.21428571,1.214285714,3.285714286,1.222222222,3.444444444
69,1,1,1,White,4,1,1,3.25,3,3,1.25,2.5,3,1,-88.5,1.5,2.214285714,1.285714286,2.214285714
61,2,2,5,White,5,0,2.1,3.5,3.5,3.5,2,3.25,2.833333333,4.416666667,-33.71428571,4.928571429,4.142857143,3.111111111,3.888888889
68,2,2,1,White,6,0,2.9,0.75,4,4.25,3.25,1.25,1.444444444,3.333333333,-57.42857143,2.642857143,5.357142857,3,6.333333333
65,2,2,1,White,4,1,1.4,2.25,4.25,3.5,0.5,3,3.111111111,1.083333333,-85.64285714,1,1.142857143,1,2.071428571
77,1,1,1,White,3,1,1.6,3,3.5,2.5,1.5,2,3.277777778,1.666666667,-9.928571429,3.857142857,6.928571429,3,7
65,1,1,3,Black,4,0,1,2.5,2.5,3,2,2.75,2.555555556,5.166666667,-63.92857143,1.357142857,4,1.222222222,4
67,1,1,1,White,7,1,1.1,2.25,1.75,2.5,2.25,3,2.444444444,5,-59.78571429,2.285714286,2.428571429,2.5,2.571428571
66,1,1,5,White,6,0,1.4,2.5,3.25,4.25,1.75,2.25,3.555555556,8.5,-80.5,1.428571429,3.714285714,1.666666667,4
62,1,1,2,White,4,1,1.5,3,4,4.25,0.5,4,4.166666667,2.75,-33.35714286,2.071428571,5.428571429,1.928571429,5.285714286
73,1,1,1,White,4,1,1.8,1.25,2,4.25,2.75,2.75,1.611111111,2.916666667,-58.92857143,1.642857143,6.642857143,1.571428571,6.571428571
69,1,1,1,White,4,1,1,1,2.5,3.75,0.75,2,1.944444444,6.083333333,-74.5,1.142857143,1.357142857,1,3.5
81,1,1,5,HispanicLatino,6,0,1.6,3,2.75,3.5,1.5,2.75,3.444444444,5.416666667,-74.64285714,1.5,5.928571429,1.666666667,5.888888889
81,1,1,1,Asian,2,1,1.7,2.5,2.75,2.75,2.25,2.5,2.277777778,3.5,-63.5,1.785714286,5.5,1.714285714,5.642857143
64,1,1,1,Asian,6,0,1,1.25,1.5,2.5,1.75,2.75,2.555555556,4.583333333,-34.92857143,2.642857143,2.928571429,3,3.111111111
80,1,1,1,HispanicLatino,6,1,1.4,2.5,2.5,2.75,1.75,4,3.722222222,6.833333333,-99.42857143,1,2.285714286,1,3.142857143
72,1,1,3,Asian,3,0,1.3,1.5,3.25,3,1.75,3.25,2.111111111,1.583333333,-57.28571429,7,7,2.555555556,7
62,1,1,2,Black,2,0,2.4,2.25,3,2,2.5,2.75,2.555555556,5.333333333,10.64285714,3.714285714,3.928571429,3.555555556,3.333333333
54,2,2,3,White,2,0,1.5,3.25,4,4.5,2.5,3.5,3.111111111,0.5,-87.92857143,1.571428571,2.857142857,1,2.888888889
55,2,2,5,White,4,0,1.5,1.5,3.25,2.75,3.5,2.25,2.444444444,3.916666667,-41.28571429,1.5,4.142857143,1.444444444,3.777777778
23,1,1,2,Asian,1,1,4.3,0.5,2.25,3.25,4.5,3.25,3.611111111,0.5,-33.42857143,2.285714286,3.571428571,2.5,3.357142857
39,1,1,2,HispanicLatino,3,0,3.4,1.5,4.5,1.5,3.5,4.25,2.277777778,3.333333333,-31,1.857142857,2.285714286,2.333333333,2.333333333
41,1,1,2,Black,4,0,1.5,1.5,2.5,3,2,2.5,2.388888889,5.083333333,-69.42857143,1.571428571,1,1.777777778,1.444444444
42,1,1,2,Asian,3,1,2.4,0.75,3.75,2.25,1.5,3.25,3.222222222,1.75,-18.28571429,3.642857143,5.428571429,3.857142857,5.857142857
18,1,1,2,Asian,4,1,2.1,3.5,3.25,3.75,2.5,3.25,2.944444444,4.583333333,-44.28571429,3.428571429,4.785714286,3.214285714,4.071428571
50,1,1,2,Asian,6,0,2,1.5,2.5,4.5,1,2.25,1.722222222,4,-65.78571429,1.357142857,2.214285714,1.333333333,3
22,1,1,2,Black,4,1,1.8,3,2.25,3.25,2,3.5,2.722222222,4.25,-26.57142857,3.357142857,4.142857143,2.214285714,3.428571429
34,1,1,2,Black,4,0,1.2,2.25,2.75,3.5,2,2.75,2.111111111,6.166666667,-85.71428571,2.285714286,2.642857143,1.666666667,1.666666667
48,1,1,2,Black,6,1,1,1.5,1.75,3.5,0.75,3.5,2.555555556,5,85.78571429,6.642857143,6.785714286,6.714285714,6.857142857
42,1,1,1,Black,6,0,2.7,1.75,3.25,3,1.5,2.5,2.5,7.416666667,-30.92857143,3.714285714,5.142857143,3.333333333,4.333333333
40,1,1,1,Asian,2,0,1,1.5,2.5,3.25,1.25,3,2.611111111,1,-66.64285714,1.642857143,1.642857143,1.222222222,1.333333333
52,1,1,4,Black,3,1,1.3,3,3.5,2.75,2.25,3,1.777777778,3.833333333,-60.64285714,3.357142857,3.5,3.357142857,3.428571429
42,1,1,3,Black,1,0,1.4,2,3.5,3,2,3.25,3.722222222,0.833333333,-66.35714286,1,3.571428571,1,3